,work_ids,work_titles,authors,fandoms,iscrossover,ratings,warnings,genres,completions,dates,pairings,characters,freeforms,summaries,languages,wordcounts,chaptercounts,commentcounts,kudoscounts,bookmarks,hitcounts
3375,433762,Paying off Debts,attackfish,Harry Potter - J. K. Rowling,0,Mature,"Graphic Depictions Of Violence, Major Character Death",Gen,Complete Work,2012/06/14,,"Harry Potter, Peter Pettigrew, Voldemort","Dark, Alternate Universe", Peter pays his debts as best he can. ,English,"2,115",1/1,2,23,4,375
3376,433756,The Fourth Wall,attackfish,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/06/14,,Original Female Character,"Mary Sue, Character Writing Fanfiction, Additional Warnings Apply, Purple Prose", Mary-Sue Cartwright is a normal Hogwarts student who writes fanfiction about her favorite local celebrity. ,English,"1,197",1/1,2,13,0,272
3377,10184810,Sometimes,SurroundingShadows,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Major Character Death,Other,Complete Work,2012/06/14,,Harry Potter,"Self-Harm, Angst, Tragedy, Crossover"," Dean didn't like it, not one bit. But he was selfish enough to let it continue. When he finally decided, it was too late. Crossover HP/SPN One-Shot, OOC ",English,715,1/1,0,4,0,88
3378,10184807,Gradually in Love,SurroundingShadows,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,Other,Complete Work,2012/06/14,,"Harry Potter, Severus Snape","Out of Character, Pre-Slash, Romance"," Severus Snape had gone and done the most imbecilic thing he could think of. One-shot OOC-ness, fluff, pre-slash ",English,"1,046",1/1,0,0,1,86
3379,7195403,The Heat of Summer's Garden,Venturous,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/F,Complete Work,2012/06/14,Poppy Pomfrey/Pomona Sprout,"Poppy Pomfrey, Pomona Sprout","Cooking, Herbology, Femslash, International Day of Femslash, Cunnilingus, Hot Older Women", After a long day at Hogwarts Poppy and Pomona cook up something special at home with the help of a little rosemary and garlic. ,English,"1,617",1/1,0,8,0,372
3380,5261588,"The Dress Code Violation, or To Tickle a Dragon",Banjobraids,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/14,"Hermione Granger/Severus Snape, Hermione Granger & Severus Snape","Hermione Granger, Severus Snape, Minerva McGonagall","Tickling, Dress Code, Apprentice - Freeform, Romantic Comedy, Fluff", Severus has a disagreement with his apprentice regarding dress code. Hermione is pushed over the edge. ,English,"1,497",1/1,17,249,23,"4,192"
3381,5261549,Nickname Change,Banjobraids,Harry Potter - J. K. Rowling,0,Not Rated,No Archive Warnings Apply,F/M,Complete Work,2012/06/14,Hermione Granger/Severus Snape,"Severus Snape, Hermione Granger","daddy - Freeform, Nicknames, Damn kids, Apprentice - Freeform, daddy longlegs, Flirting, Sympathy, Community: grangersnape100", Snape doesn't like his nickname. Referring to this brand of daddy longlegs: http://en.wikipedia.org/wiki/Harvestman. From daddy longlegs challenge on LJ's GrangerSnape100 page. ,English,499,1/1,6,61,3,"1,149"
3382,580386,Legal Alien,WhisperingDarkness,"The Avengers (2012), Harry Potter - J. K. Rowling, Marvel Cinematic Universe",1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/14,,"Harry Potter, Tony Stark, Steve Rogers, Thor (Marvel), Bruce Banner, Natasha Romanova, Clint Barton, Chitauri","Crossover, Alien Invasion, Rebuilding, post—hogwarts, BAMF Harry Potter"," Normal people didn't have to worry about this sort of thing when they go on a holiday. They worry about things like losing their luggage, catching a cab or something similar. Not alien invasions. Harry, however, had never been normal. Then again, neither were these guys. One-shot. ",English,"3,150",1/1,98,"11,704","1,631","94,267"
3383,434042,Potter's Keeper,deirdre_aithne,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/14,"Harry Potter/Severus Snape, Sirius Black/Severus Snape, Harry Potter/Ron Weasley","Harry Potter, Severus Snape","Alternate Universe - Non-Magical, Drug Use, Minor Character Death"," Well, clearly you are in need of a keeper, to ensure that you do not repeat your display of stupidity from this afternoon... I could hardly leave you alone after taking the considerable effort to ensure you did not drop dead on your own doorstep. ",English,"9,890",1/1,3,85,12,"2,216"
3384,433989,Speaking in Tongues,abrae,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/14,Harry Potter/Severus Snape,"Ron Weasley, Hermione Granger, Ginny Weasley","HP: EWE, Hogwarts Eighth Year, Romance, Hurt/Comfort, Angst"," Harry lost one language in the war, but he finds he's learning to speak another. ",English,"7,764",1/1,29,858,189,"8,703"
3385,433874,Better Than Birthday Cake,wildknees,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/14,Sirius Black/Remus Lupin,"Sirius Black, James Potter",, Sirius prepares for Remus' birthday and James tries to avoid having a mental breakdown. Some things are really best left to the imagination. ,English,"2,030",1/1,2,56,7,826
3386,433761,Closing Doors,attackfish,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Graphic Depictions Of Violence,"Gen, M/M",Complete Work,2012/06/14,,"Sirius Black, James Sirius Potter, Severus Snape","Internalized Homophobia, Homophobic Language", Sirius knows too much and says too much. ,English,"2,217",1/1,0,28,3,867
3387,433706,The Tale of Moonlit Abandonment,ForgottenJuliett,Harry Potter - Fandom,0,Explicit,Choose Not To Use Archive Warnings,"F/M, M/M",Complete Work,2012/06/14,Harry Potter/Tom Riddle,"Harry Potter, Tom Riddle, Lily Potter, James Potter, Merope Gaunt","Hansel and Gretel - Freeform, Twincest, Insanity, Slash"," Lily dares to commit the crime to get what she wants, but her desire isn't enough to keep this thing from slipping away. Years later, she has to regret her decision when the boys she has abandoned long ago come home for revenge. ",English,"5,897",1/1,16,691,98,"12,571"
3388,433357,Faintly of Strawberries,orphan_account,Harry Potter - J. K. Rowling,0,Mature,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/14,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy","Parseltongue Kink, Parseltongue", A fight progresses to something a bit unexpected and a lot more. ,English,"1,930",1/1,4,233,15,"5,840"
3389,433558,Up the Hill,little_seahorse,Harry Potter - J. K. Rowling,0,Explicit,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",M/M,Complete Work,2012/06/14,Remus Lupin/Severus Snape,"Remus Lupin, Severus Snape, Lily Evans, James Potter, Sirius Black, Original Characters","Romance, Alternate Universe - Non-Magical", Alt. universe based in imagined-London of yesteryear. A thinly veiled semi-autobiographical excuse to dress the smitten fellas as Mods and Rockers. Slightly re-imagined characterizations. ,English,"8,160",3/3,2,20,2,493
3390,433618,Hidden Emotions,BrisingrElda,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/14,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Anal Sex, Male Homosexuality"," Draco has known that he has had strong feelings for Harry ever since he first laid eyes on him, but he didn't want Harry to know because he knew that he wouldn't be able to handle being rejected. ",English,"3,746",1/1,1,72,4,"2,574"
3391,433528,Freedom Rings,YukimuraShuusukeGirl,"Harry Potter - J. K. Rowling, Naruto",1,Not Rated,Choose Not To Use Archive Warnings,"F/M, M/M, Multi",Work in Progress,2012/06/14,,"Harry Potter, Hyuuga Hinata",Crossover," He was thrown into a new world, and put into the body of a girl. He now had things he never thought possible. A family and sorta friends. First thing was first though. Getting as strong as he..er she could. He..er she was going to live in this new world and make a name for herself. As Hinata! Not as Harry Potter, the boy who lived. ",English,"1,210",1/?,21,79,12,"1,910"
3392,433491,Don't Fight Fair,YukimuraShuusukeGirl,"InuYasha - A Feudal Fairy Tale, Twilight Series - Stephenie Meyer, Harry Potter - J. K. Rowling",1,Not Rated,Choose Not To Use Archive Warnings,F/M,Work in Progress,2012/06/14,,Higurashi Kagome,"Crossover, Crossover Pairings"," She became a vampire over 500 years ago, she became part of a world she didn’t know. Now she was known as a ‘Magical Creature’ in the wizarding world where she stays and can have a simi normal life. She soon learns she is a different type of vampire to the ones she runs across. How come she never knew this, what other secrets are being kept so she is being kept to the wizarding world. Can she escape it even though the war going on is calling her to the battlefield? ",English,779,1/?,3,11,1,276
3393,427653,The Well Groomed Mind,Lady_Khali,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/14,,"Harry Potter, Bartemius Crouch Jr., Albus Dumbledore, Hermione Granger",," On Halloween 1994, Harry learns his mind isn't his own. On Samhain morn, he vows to question everything. Armed with logic and an unlikely ally, Harry makes a last ditch bid to reclaim his life. The goal: survive at all costs. ",English,"107,464",18/18,247,"1,820",546,"61,138"
3394,433255,Flights of Fancy,namelessamelie,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/14,Cho Chang/Draco Malfoy,"Draco Malfoy, Cho Chang","Hogwarts Era, Hogwarts Fifth Year, Hogwarts Sixth Year, Canon Compliant, Drama, Angst, Romance, Jealousy", Sometimes you get tired of being with heroes. ,English,"5,485",1/1,10,119,19,"2,453"
3395,41954778,Talk About Getting Lucky,Markus0188,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,"F/F, F/M",Complete Work,2012/06/14,,"Parvati Patil, Colin Creevey, Lavender Brown, Romilda Vane","Erotica, Drama, Lemon, Threesome, Smut"," When Colin Creevey went to the owlery with a letter home, he didn't expect to run into Parvati Patil in the procress, or to expect what happened afterwards. ",English,"17,809",5/5,0,1,0,168
3396,10158314,"Paracelsus, and Other Gauntly Matters",HPFandom_archivist,Harry Potter - J. K. Rowling,0,Explicit,Graphic Depictions Of Violence,M/M,Complete Work,2012/06/14,"Harry Potter/Tom Riddle, Harry Potter/Voldemort","Harry Potter, Tom Riddle, Voldemort","Explicit Language, Slash sex, Incest, Sexual Content, Action/Adventure, Alternate Universe"," AU. WIP. Eventual TR/HP Slash. So this dark stranger was his cousin. He was the Heir of Gaunt, and that ring was his; Hadrian Gaunt wouldn't let this new Slytherin bastard take those from him. Unfortunately for Hadrian, Professor Riddle would prove to be much more troubling then a threat to his title; especially once Hadrian arrives at his new school. ",English,"7,986",3/3,17,371,73,"6,695"
3397,433041,Bachelorette,Savva,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/06/13,Hermione Granger/Kingsley Shacklebolt,"Hermione Granger, Kingsley Shacklebolt","Romance, Humor"," She, Hermione Granger, was overwhelmingly ashamed of herself. Never before had she done something so reckless. As a responsible girl, Hermione wasn't about to let the wizard take ownership for something that was her own doing. Hermione/Kingsley AU EWE ",English,"4,141",1/1,22,227,33,"5,511"
3398,432914,Acceptance,old_boomslangies_works (boomslangies),Harry Potter - Fandom,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Sirius Black & Remus Lupin,"Siris Black, Remus Lupin","Marauders, wolfstar, otp: lucky sirimus remrius wolf star"," Takes place one month after The Prank on Snape; Remus finally confronts Sirius about his suspicions that it was not a prank at all.  Excerpt: But you did. I trusted you, Sirius, and you... God, he sounded like such a girl. He felt like a girl. Like some delicate flower that got stepped on and now the petals were all mushed and wrinkled and nobody would ever put him in a pretty vase on their mantle.  But if Remus was a flower, then Sirius had become the weed strangling his roots, twining together and choking the life out of him, all while holding up his stem so that his crushed petals might still reach the sun.  Remus was never very good at analogies.  This is part two of a two-part entry regarding Sirius's betrayal of Remus; part one is Anger. ",English,"1,587",1/1,2,47,3,"1,938"
3399,10354779,Disagreement on the Carriage,piximera,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Lucius Malfoy/Harry Potter,"Harry Potter, Lucius Malfoy",Hand Jobs," After a mix up with their orders, Harry and Lucius has to share one carriage, something that is not taken lightly by either one ",English,"2,959",1/1,10,449,46,"7,124"
3400,2167539,Day 1-5,ColorfulStabwound,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter",Drarry, Five short days can seem like a lifetime. ,English,"2,217",1/1,0,28,0,"1,499"
3401,1140539,Seeing Red,TheLestrangeMistress,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/13,ginny weasley/regulus black,"Ginny Weasley, Regulus Black",Infidelity, Ginny sees red at Regulus's confession. ,English,176,1/1,1,5,0,411
3402,456951,Free of Guilt or Shame,Elfflame,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Rodolphus/Draco,"Draco Malfoy, Rodolphus Lestrange","Community: daily_deviant, Bottom Draco, length: ficlet: 1k", Draco tries not to think when he's with his uncle. But Rodolphus makes that very difficult to do. ,English,"1,312",1/1,0,233,23,"7,587"
3403,433227,heavens gift,taylarenooo,Harry Potter - J. K. Rowling,0,Mature,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/13,Snape/Sirius,"Severus Snape, Sirius Black, Lily Evans","sirius black - Freeform, Severus Snape - Freeform", snape and sirius have some long awaited business to attend to ,English,110,1/1,0,13,1,"1,030"
3404,433203,The Sum Of All Your Fears,AislingSiobhan,"Harry Potter - J. K. Rowling, The Avengers (2012), Thor (2011)",1,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/13,"Loki (Marvel)/Harry Potter, Pepper Potts/Tony Stark","Pepper Potts, Tony Stark, Nick Fury, Loki (Marvel), Harry Potter","Slash, One Shot, Language, AU"," [Loki/HP] The Chitauri found him after he fell. They promised him revenge and the boy from his dreams, the boy with the lightning bolt scar that Loki should know but couldn’t remember. The Tesseract invaded his mind, polluting it, emptying it, until all that remained was fear and anger and he didn’t know who he was anymore. But Harry would save him. Because that’s what heroes did. Slash. Loki/HP. Pre-Movies; through Iron Man; post-Avengers. Violence. Language. AU. Implied Torture. Typos. Character death. Creepiness. Eventual happy ending. Mind Control. Induced Insanity. ",English,"21,768",1/1,29,"1,682",529,"32,260"
3405,432478,Black Beauty,abrae,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Harry Potter/Severus Snape,,"Pre-Slash, Animagus, Hogwarts Eighth Year", Harry's got a cat. Or a cat has Harry. ,English,857,1/1,10,296,23,"3,712"
3406,432605,Tempting Fate,YukimuraShuusukeGirl,"InuYasha - A Feudal Fairy Tale, Harry Potter - J. K. Rowling",1,Not Rated,Choose Not To Use Archive Warnings,F/M,Work in Progress,2012/06/13,,"Kagome Higurashi, victor krum","Crossover, Crossover Pairing"," I know what the custom means Kagome said glaring at him. Victor smiled as he softly creased her cheek, Then you would know what this means.  He leaned down and captured her lips in a kiss. ",English,"1,976",2/?,9,53,9,557
3407,432529,Quiet Support,orphan_account,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/13,Harry Potter/Theodore Nott,"Theodore Nott, Harry Potter","Friendship, Pre-Slash, cuteness", Sometimes you just need someone to sit with when things are difficult. ,English,554,1/1,5,472,48,"7,656"
3408,41967441,Dinner Time Pleasures,HarryPotterFanFicArchive_Archivist,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/06/13,Harry Potter/Ginny Weasley,"Ginny Weasley, Harry Potter","One Shot, Erotica, PWP - Porn w/o Plot, Lemon, Smut, Adult Content, Fluff, Romance, Underage Sex", A short smutty Harry/Ginny oneshot taking place at No 12 Grimmauld Place. My first lemon so advice is welcomed. ,English,"2,044",1/1,0,14,3,"1,181"
3409,10051259,Divine Intervention,HPFandom_archivist,Harry Potter - J. K. Rowling,0,Mature,Choose Not To Use Archive Warnings,Multi,Complete Work,2012/06/13,,"Albus Dumbledore, Harry Potter","Explicit Language, Alternate Universe"," A Council is called among the Immortals to prevent disaster...and everything hinges on Harry Potter's life. A/N: This is finished, despite the ending. I'm not continuing it. If anyone wants to continue it, you're welcome to do so as long as I get credit and you send me the link to the next installment! Cheerio! ",English,"1,514",1/1,0,6,1,73
3410,5930362,All anybody ever really needs,WolfAndHound_Archivist,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,2012/06/13,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Marauders' Era, Friendship, Romance", Poppy Pomfrey observes two young lovers on a moonlit night. ,English,"1,521",1/1,1,44,6,644
3411,431935,Two Terrifying Words,ImUpToNoGood,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/12,,"Severus Snape, Lord Voldemort, Various Death Eaters","Crack, Humor, One-Shot", Severus Snape discovers an unpleasant aspect to being a Death Eater. (Edging toward crack.) ,English,877,1/1,4,32,3,397
3412,432263,In Orbit,imparfait,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/12,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Community: maraud-rs, First Kiss", There was something magnetic about Sirius Black. ,English,"1,365",1/1,3,217,11,"1,938"
3413,432225,On purpose,Wynhilde,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/06/12,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter",Post-Hogwarts, Harry is a stuborn git who never follows the rules. And Draco likes him for that. ,English,"1,296",1/1,0,52,1,961
3414,431977,After the moonlight,Vahly Dragonfly (Vahly),Harry Potter - J. K. Rowling,0,Not Rated,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/12,Remus Lupin/Severus Snape,"Remus Lupin, Severus Snape","Marauders' Era, Fanart, Art"," Remus and Severus, after a full moon night. ",English,0,1/1,2,47,2,"2,131"
3415,429786,Harry Potter And The Sorcerer's Stone,MeMyselfAndI628,Harry Potter - Fandom,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Work in Progress,2012/06/12,Draco Malfoy/Harry Potter,Draco Malfoy/Harry Potter - Character,, This is the first in my original series and is about the development of Harry and Draco's relarionship. This is slash.When Harry was only six years old he learned exactly what hatred was. He hated them. His abusive aunt and uncle were oh so perfect in society's eyes. But behind closed doors it was a different story. ,English,"2,457",3/8,7,17,2,746
3416,431961,This Isn't War,Zayrastriel,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/06/12,"Hermione Granger/Severus Snape, Hermione Granger/Ron Weasley","Hermione Granger, Severus Snape","AU, And not in a pleasant way, future!fic, because there's got to be a universe where Ginny went dodgy"," Hermione is a dentist, like her parents always wanted. She hasn't talked to her parents since she walked out of their house, leaving behind a childless couple and a trip to Australia, but she knows this is probably what they wanted; for her to be safe, away from wands and magic and Dark Lords.She's safe now, waiting till she can pluck up enough courage to drown herself in the Thames. ",English,"2,060",1/1,2,26,2,"1,346"
3417,431925,Maou Potter,Eirenei,"Kyou Kara Maou!, Harry Potter - J. K. Rowling",1,General Audiences,Choose Not To Use Archive Warnings,"M/M, Multi, Other",Complete Work,2012/06/12,"Harry Potter/Gwendal Von Voltaire/Conrart Weller/Wolfram Bielefield/Gunter von Christ, Harry Potter/Ginny Weasley","Gunter von Christ, Conrart Weller, Gwendal von Voltaire, Wolfram von Bielefeld, Harry Potter, Albus Dumbledore",Fluff and Angst," Summary: We-ell... what if Voldiepoo was defeated by our lovable, green-eyed Maou? Manipulative Dumbledore /dumb wizards... this is YAOI - don't like, don't read! ",English,"2,105",1/1,3,155,33,"2,707"
3418,431900,Hands Clean,Eirenei,"Harry Potter - J. K. Rowling, Tennis no Oujisama | Prince of Tennis",1,Teen And Up Audiences,"No Archive Warnings Apply, Underage","M/M, Multi",Complete Work,2012/06/12,Harry Potter/OT6/Echizen Ryoga,"Harry Potter, Sanada Genichirou, Atobe Keigo, Tezuka Kunimitsu, Fuji Shuusuke, Echizen Ryouma, Echizen Ryoga, Yukimura Seiichi","Fluff, Humor"," HP/PoT X-over - Seven dvarwes - oops, brats who search for their Snow White. This is SLASH, don't like, don't read! OT6/Ryoga/Harry. Rated for language and ... unusual situations /snerk/ ",English,"2,929",1/1,4,135,30,"2,915"
3419,431882,Carry You Home,Eirenei,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Major Character Death,Gen,Complete Work,2012/06/12,None,"Harry Potter, Severus Snape, Albus Dumbledore","Angst, Character Death"," AU-verse: Last battle ended a little differently - from Severus' POV. What if Harry didn't survive? Warning:death themes, character death! ",English,"1,284",1/1,1,41,7,592
3420,4237989,Sink,wynnebat,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/12,"Harry Potter & Alastor Moody, Bartemius Crouch Jr. & Harry Potter","Harry Potter, Bartemius Crouch Jr., Alastor “Mad-Eye” Moody",Hogwarts Fourth Year," As the second task draws close, Harry goes for a practice swim that doesn't instill him with confidence. ",English,"1,855",1/1,1,140,10,"2,074"
3421,2567987,Late Bloomer,EntreNous,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,"M/M, Multi",Complete Work,2012/06/12,"Harry Potter/Charlie Weasley, Viktor Krum/Harry Potter, Harry Potter/Oliver Wood/Marcus Flint, Harry Potter/Other(s)",Harry Potter,"Plot What Plot/Porn Without Plot, Light Bondage, Light Dom/sub, First Time, Sexual Experimentation, Multiple Pairings, Drabble Sequence", Harry hasn't had much sexual experience. He goes about getting some. ,English,"1,110",1/1,13,751,94,"13,361"
3422,2455286,O Cassandra,wynnebat,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,Godric Gryffindor/Rowena Ravenclaw,"Rowena Ravenclaw, Godric Gryffindor, Salazar Slytherin",Hogwarts Founders Era," Hogwarts celebrates Carmentalia, yet for some the holiday is an unhappy one. ",English,"1,038",1/1,0,32,4,650
3423,1290865,The Result of an Involuntary Foot Massage,0idontknow0,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/06/12,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Fanfiction, Rating: NC17","  Draco is somewhat isolated to his flat, so everyone has to visit him. Which isn't always a good thing. ",English,"1,991",1/1,3,109,7,"2,013"
3424,1290862, The Irresistible Urge,0idontknow0,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/06/12,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Rating: NC17, Fanfiction",  Harry is suffering from an accidentally induced bout of randiness. Enter Draco Malfoy. PWP. ,English,"1,827",1/1,2,143,11,"2,284"
3425,443136,Safe,shinysparks,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,Lily Evans/Severus Snape,"Lily Evans, Severus Snape, Sirius Black, James Potter",Kid Fic," Eleven year old Snape and Lily share a picnic together, until James and Sirius show up out of nowhere... ",English,457,1/1,1,8,1,402
3426,432416,Girl Talk,MadameAngel,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/06/12,,"Cho Chang, Hermione Granger",," Ever wondered exactly how Hermione knows why Cho is so upset about kissing Harry and all that during Order of the Phoenix? Well, now you know.Originally published on fanfiction.net 2007 ",English,"1,493",1/1,0,2,0,167
3427,432407,Collection of Character Poems,MadameAngel,"Harry Potter - J. K. Rowling, Sweeney Todd (2007), Pirates of the Caribbean (Movies)",1,General Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,2012/06/12,,"Sweeney Todd, Benjamin Barker, Lucius Malfoy, Voldemort, Albus Dumbledore, Davy Jones, Bootstrap Bill Turner, Cutler Beckett, Jack Sparrow",Poetry, A collection of character poems I wrote to keep myself occupied during English class.Originally published on fanfiction.net 2007 ,English,765,9/9,4,7,0,280
3428,432399,Distraction,MadameAngel,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/12,"Harry Potter/Voldemort, Harry Potter/Tom Riddle","Harry Potter, Voldemort, Ginny Weasley",Slash, Harry Potter uses his newfound... feelings? Where on earth did that come from? to confront the Dark Lord and escape from Riddle manor. ,English,465,1/1,4,115,9,"3,174"
3429,432065,Far Longer than Forever,MadameGiry25,Harry Potter - Fandom,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,Harry Potter/Luna Lovegood,"Harry Potter, Luna Lovegood",, I close my eyes and I am where you are...Harry and Luna share a quiet moment together by Shell Cottage. ,English,989,1/1,1,23,0,680
3430,432060,Through The Wolf's Eyes,Ancient Falcon (EmeraldFalcon),Harry Potter - J. K. Rowling,0,Mature,"Major Character Death, Underage",M/M,Work in Progress,2012/06/12,Harry Potter/Teddy Lupin/Draco Malfoy,"Harry Potter, Teddy Lupin, Draco Malfoy",," Teddy Lupin grew up on the stories of one Harry Potter, but why does everyone talk aout him in different way. It seemed everybody had a different story to tell. But everyone knew how he had died. But he wanted to know the truth. ",English,"15,187",9/?,6,54,17,"1,507"
3431,431479,Anger,old_boomslangies_works (boomslangies),Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/12,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black, James Potter, Peter Pettigrew","Marauders, wolfstar, otp: lucky sirimus remrius wolf star"," Remus recalls the time directly after Sirius tricked Severus Snape into going to the Shrieking Shack, and the tension and anger that filled each of the Marauders afterward.  Excerpt: It was Sirius' own fault for mentioning how James had changed since getting with Lily; it was the thing they all tried to pretend wasn't happening --most especially James. But James was getting lost in red hair and green eyes more often than he was in exploding chocolate frogs and ink that dried as swear words. The dynamic was changing, and nobody wanted to say anything about it. Nobody wanted to say anything about it because it was new and weird and wasn't supposed to be that way. Surely they'd all had dates and crushes and the casual meeting in a broom-closet while skipping out of Potions (most especially Sirius had these), but there were no serious relationships among Marauders. They were a band of boys with a very large hand-painted banner that explicitly stated 'No Girls Allowed', and now James wasn't holding up his corner anymore. ---This is part one of a two-part entry regarding Sirius' betrayal of Remus. ",English,"1,657",1/1,0,47,2,"1,778"
3432,431812,Slipping Down the Rabbit Hole,snarkysweetness,Harry Potter - J. K. Rowling,0,Explicit,Underage,M/M,Complete Work,2012/06/12,"Cedric Diggory/Oliver Wood, Oliver Wood/Cedric Diggory","Oliver Wood, Cedric Diggory","Angst, Hurt/Comfort, Comfort Sex, Explicit Sexual Content, Shower Sex, Biting, Porn With Plot"," Oliver’s self-induced angst, comfort, shower sex, slash, some biting, Hogwarts-age, the oddity of a teenage boy’s emotions and hormones, and far too much plot that just begged to be included. ",English,984,1/1,0,78,2,"2,801"
3433,431785,The Scars We Carry,snarkysweetness,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,"Seamus Finnigan/Lavender Brown, Lavender Brown/Seamus Finnigan","Seamus Finnigan, Lavender Brown","Explicit Sexual Content, Alcohol Abuse/Alcoholism, Angst, Comfort Sex, Porn With Plot", There are two sides to every story and Seamus Finnigan is no exception. In the public eye he is a Quidditch star and the most eligible bachelor. But is that all there is to him? ,English,"1,548",1/1,0,19,1,614
